# FilmViz regression stamp v1
shaped.sample2.print_exposure.b,0.6169705391
shaped.sample2.print_exposure.g,0.2285766006
shaped.sample2.print_exposure.r,0.2137110382
shaped.sample3.calibrated_negative.b,1.649025679
shaped.sample3.calibrated_negative.g,1.414567709
shaped.sample3.calibrated_negative.r,1.560376287
shaped.sample3.negative_exposure.b,20.15383148
shaped.sample3.negative_exposure.g,14.91187286
shaped.sample3.negative_exposure.r,131.5210266
shaped.sample3.negative_status_m.b,1.658000588
shaped.sample3.negative_status_m.g,1.434493184
shaped.sample3.negative_status_m.r,1.444462895
shaped.sample3.output_ap0.b,0.08545915782
shaped.sample3.output_ap0.g,0.14094688
shaped.sample3.output_ap0.r,0.3192228377
shaped.sample3.output_rec709.b,0.3367110193
shaped.sample3.output_rec709.g,0.3782844245
shaped.sample3.output_rec709.r,0.8149907589
shaped.sample3.print_density.b,1.141552806
shaped.sample3.print_density.g,1.129676223
shaped.sample3.print_density.r,0.1617383212
shaped.sample3.print_exposure.b,1.606849313
shaped.sample3.print_exposure.g,0.617629528
shaped.sample3.print_exposure.r,0.1485301405
shaped.sample4.calibrated_negative.b,1.386036992
shaped.sample4.calibrated_negative.g,1.085142255
shaped.sample4.calibrated_negative.r,1.283187985
shaped.sample4.negative_exposure.b,8.333133698
shaped.sample4.negative_exposure.g,5.534936428
shaped.sample4.negative_exposure.r,46.52233505
shaped.sample4.negative_status_m.b,1.447404146
shaped.sample4.negative_status_m.g,1.183384895
shaped.sample4.negative_status_m.r,1.219189882
shaped.sample4.output_ap0.b,0.01324954629
shaped.sample4.output_ap0.g,0.03693119064
shaped.sample4.output_ap0.r,0.1426169425
shaped.sample4.output_rec709.b,0.1311609447
shaped.sample4.output_rec709.g,0.1467206627
shaped.sample4.output_rec709.r,0.616015017
shaped.sample4.print_density.b,1.9891361
shaped.sample4.print_density.g,2.12330389
shaped.sample4.print_density.r,0.3538348675
shaped.sample4.print_exposure.b,2.57145977
shaped.sample4.print_exposure.g,1.094554424
shaped.sample4.print_exposure.r,0.2531549633
shaped.sample5.calibrated_negative.b,1.994160533
shaped.sample5.calibrated_negative.g,1.67521286
shaped.sample5.calibrated_negative.r,0.1709139198
shaped.sample5.negative_exposure.b,61.18616486
shaped.sample5.negative_exposure.g,28.29502106
shaped.sample5.negative_exposure.r,0.3126827776
shaped.sample5.negative_status_m.b,1.930223346
shaped.sample5.negative_status_m.g,1.598070979
shaped.sample5.negative_status_m.r,0.186018005
shaped.sample5.output_ap0.b,0.1815395802
shaped.sample5.output_ap0.g,0.09991965443
shaped.sample5.output_ap0.r,0.04403545335
shaped.sample5.output_rec709.b,0.5072134733
shaped.sample5.output_rec709.g,0.3948660791
shaped.sample5.output_rec709.r,0
shaped.sample5.print_density.b,0.5291923881
shaped.sample5.print_density.g,0.6587306261
shaped.sample5.print_density.r,3.612492561
shaped.sample5.print_exposure.b,0.878767252
shaped.sample5.print_exposure.g,0.4062168598
shaped.sample5.print_exposure.r,2.307499409
spatial.energy.b,0.08769552699
spatial.energy.g,0.08859460849
spatial.energy.r,0.3285065225
spatial.mean.b,0.2460414733
spatial.mean.g,0.2904167019
spatial.mean.r,0.4945137755
spatial.probe0.b,0.219809711
spatial.probe0.g,0.1801039875
spatial.probe0.r,0.2800633311
spatial.probe1.b,0.219851777
spatial.probe1.g,0.1801646948
spatial.probe1.r,0.2799516916
spatial.probe2.b,0.1199592128
spatial.probe2.g,0.3399370015
spatial.probe2.r,0.7801124454
spatial.probe3.b,0.1199999228
spatial.probe3.g,0.3399997354
spatial.probe3.r,0.7799999714
